30000865	30000873
30000865	30000875
30000865	30000877
30000866	30000867
30000866	30000875
30000866	30000879
30000867	30000868
30000867	30000873
30000867	30000874
30000867	30000876
30000867	30000880
30000868	30000872
30000868	30000875
30000869	30000879
30000870	30000872
30000871	30000876
30000871	30000882
30000872	30000875
30000874	30000878
30000874	30000880
30000874	30000881
30000874	30000883
30000876	30000881
30000880	30000883
30000881	30000882
30000950	30000960
30000950	30000961
30000950	30000963
30000951	30000954
30000951	30000955
30000951	30000961
30000951	30000962
30000952	30000966
30000952	30000969
30000953	30000956
30000953	30000957
30000953	30000965
30000954	30000961
30000954	30000965
30000954	30000968
30000955	30000957
30000955	30000961
30000955	30000962
30000955	30000969
30000956	30000966
30000957	30000964
30000957	30000969
30000958	30000959
30000958	30000964
30000958	30000968
30000959	30000960
30000959	30000964
30000960	30000961
30000960	30000967
30000961	30000964
30000963	30000968
30000966	30000969
30000967	30000969
30001229	30001230
30001229	30001234
30001230	30001231
30001230	30001233
30001232	30001233
30001232	30001234
30001233	30001234
30001235	30001238
30001235	30001239
30001236	30001237
30001857	30001859
30001857	30001862
30001858	30001859
30001858	30001861
30001858	30001862
30001858	30001863
30001859	30001863
30001860	30001861
30001860	30001862
30001860	30001863
30001860	30001865
30001860	30001866
30001861	30001866
30001862	30001864
30001862	30001865
30001862	30001867
30001864	30001865
30001864	30001866
30001864	30001867
30001865	30001867
30001868	30001872
30001868	30001873
30001869	30001871
30001870	30001876
30001870	30001877
30001871	30001872
30001871	30001877
30001872	30001875
30001873	30001874
30001873	30001875
30001873	30001876
30001874	30001876
30001878	30001881
30001878	30001882
30001879	30001880
30001879	30001881
30001879	30001883
30001884	30001892
30001884	30001896
30001885	30001887
30001885	30001890
30001885	30001894
30001886	30001897
30001887	30001889
30001888	30001892
30001888	30001893
30001888	30001895
30001889	30001892
30001890	30001894
30001890	30001896
30001891	30001895
30001891	30001896
30001893	30001895
30001893	30001897
30001894	30001896
30001895	30001897
30001903	30001904
30001903	30001907
30001904	30001905
30001904	30001906
30001905	30001907
30001908	30001909
30001908	30001912
30001909	30001910
30001909	30001911
30001911	30001912
30002339	30002341
30002339	30002342
30002340	30002343
30002341	30002342
30002341	30002346
30002343	30002345
30002343	30002346
30002344	30002346
30002347	30002350
30002347	30002351
30002347	30002354
30002348	30002349
30002348	30002350
30002348	30002352
30002349	30002352
30002350	30002352
30002350	30002354
30002352	30002353
30002352	30002355
30002353	30002354
30002353	30002355
30002356	30002360
