30000001	-354.029968	-53.937019	41.897903
30000002	-1160.785156	51.926746	-770.563843
30000003	-2199.796387	-72.616905	-390.100006
30000004	-1184.299438	-8.288104	-664.207581
30000005	-1165.225952	11.180943	-694.154602
30000006	-1153.910278	33.3559	-666.409363
30000007	-1148.320435	30.014198	-676.197327
30000008	-1138.607666	19.564249	-654.292358
30000009	-1141.379028	7.221546	-690.94104
30000010	-1144.375977	-1.879328	-676.14624
30000011	-1147.599121	-4.537311	-677.502991
30000012	-1156.524658	13.606673	-685.141357
30000013	-1157.154297	2.706702	-669.349609
30000014	-1127.989624	-1.788652	-660.616089
30000015	-1169.814087	11.901613	-688.929565
30000016	-1148.196899	-1.893918	-693.871643
30000017	-1158.541992	21.903746	-673.136902
30000018	-1140.473633	-3.735296	-667.894653
30000019	-1154.716064	13.707324	-692.196716
30000020	-1162.779785	18.38306	-678.680115
30000021	-1148.559692	8.501828	-686.48175
30000022	-1180.843262	-12.445749	-665.043579
30000023	-1169.174683	12.979006	-681.116089
30000024	-1163.675659	14.033424	-683.554993
30000025	-1182.018311	-20.387777	-650.679443
30000026	-1153.754395	26.921404	-670.449158
30000027	-1133.219482	1.215361	-661.608948
30000028	-1171.675293	-4.355772	-668.305054
30000029	-1163.854858	-8.514649	-662.148071
30000030	-1155.359253	4.607526	-671.129028
30000031	-1186.786499	-10.180822	-648.140259
30000032	-1272.53772	-26.04265	-862.758789
30000033	-1220.39917	-28.138857	-925.583008
30000034	-1224.451416	-79.317818	-752.551208
30000035	-1221.710938	-34.07061	-877.370422
30000036	-1200.319214	-30.890211	-825.185913
30000037	-1273.141724	-82.982422	-795.134827
30000038	-1137.072754	-159.970673	-925.369995
30000039	-1240.985352	-41.163963	-811.704102
30000040	-1171.198364	-29.107471	-863.129089
30000041	-1201.626709	-35.266815	-843.18512
30000042	-1240.509888	-15.289535	-793.262085
30000043	-1190.843872	-14.812882	-867.391968
30000044	-1204.944702	-92.344032	-841.500122
30000045	-1250.655884	-60.996616	-817.789856
30000046	-1197.323608	1.939779	-817.593811
30000047	-1162.959839	-67.185036	-891.086121
30000048	-1214.646851	-23.775393	-785.914612
30000049	-1284.90979	-5.200135	-805.873352
30000050	-1212.111816	-7.094923	-796.860168
30000051	-1186.780029	-10.002999	-803.649048
30000052	-1086.951416	45.53614	-683.882629
30000053	-1071.889648	2.719299	-688.50824
30000054	-1069.796875	27.566454	-693.699341
30000055	-1075.134644	-2.977916	-682.562195
30000056	-1083.501587	32.213612	-698.853271
30000057	-1116.101685	9.163566	-681.976624
30000058	-1108.114624	6.247253	-698.791748
30000059	-1081.449585	-4.75261	-698.325928
30000060	-1092.374512	19.87579	-695.454895
30000061	-1087.869019	9.064104	-690.187988
30000062	-1116.377197	9.752868	-692.414246
30000063	-1126.125732	4.374922	-687.622925
30000064	-1104.660034	5.540445	-683.903076
30000065	-1094.074219	3.709907	-689.540833
30000066	-1078.041992	30.730576	-706.757507
30000067	-1102.834717	20.196283	-707.795593
30000068	-1069.593018	-2.318686	-683.901672
30000069	-1082.476685	32.221924	-686.443542
30000070	-1079.522949	27.869141	-685.539062
30000071	-1088.685303	19.267363	-689.27533
30000072	-1102.462402	0.825225	-713.382874
30000073	-1107.835815	26.78611	-681.173645
30000074	-1087.785278	37.873493	-687.038269
30000075	-1093.134399	8.334738	-693.121643
30000076	-1171.899414	19.213619	-706.578857
30000077	-1214.917603	4.599619	-713.491882
30000078	-1181.36792	15.580219	-701.850342
30000079	-1262.641357	3.176254	-696.352966
30000080	-1175.000488	12.731178	-698.4646
30000081	-1209.45874	14.724695	-685.815918
30000082	-1172.252808	17.729986	-699.335388
30000083	-1218.970459	13.554592	-682.507874
30000084	-1174.319214	17.456919	-714.735291
30000085	-1186.613403	11.634626	-700.698486
30000086	-1215.373779	17.482336	-688.833008
30000087	-1175.863281	-1.235646	-684.547913
30000088	-1193.566406	-22.395876	-748.212219
